,source,date,count_users,cost,profit_0_day,profit_1_day,profit_2_day,profit_3_day,visit_0_day,visit_1_day,visit_2_day,visit_3_day,sent_sex_request_btn_0_day,sent_sex_request_btn_1_day,sent_sex_request_btn_2_day,sent_sex_request_btn_3_day,accept_sex_request_btn_0_day,accept_sex_request_btn_1_day,accept_sex_request_btn_2_day,accept_sex_request_btn_3_day,livecamps_bnr_0_day,livecamps_bnr_1_day,livecamps_bnr_2_day,livecamps_bnr_3_day,chatlist_bnr_0_day,chatlist_bnr_1_day,chatlist_bnr_2_day,chatlist_bnr_3_day,chat_invite_0_day,chat_invite_1_day,chat_invite_2_day,chat_invite_3_day
75,16701.0,2019-10-11,624,72.0,56.2,4.9,3.6,0.0,6169,2756.0,2353.0,1906.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
76,16701.0,2019-10-12,545,36.0,60.0,6.6,0.0,1.9,5339,3392.0,2375.0,3817.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,16701.0,2019-10-13,589,68.0,71.65,1.9,3.0,0.0,8196,2430.0,2334.0,1925.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
78,16701.0,2019-10-14,520,32.0,32.4,2.0,5.0,4.25,6898,1830.0,2714.0,876.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
79,16701.0,2019-10-15,718,88.0,72.55,11.15,10.45,3.0,8903,5340.0,3165.0,3354.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
80,16701.0,2019-10-16,738,68.0,102.05,8.6,2.0,2.0,7466,1854.0,770.0,470.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
81,16701.0,2019-10-17,678,72.0,91.75,9.9,7.9,0.0,7509,2450.0,1011.0,671.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0
82,16701.0,2019-10-18,462,52.0,84.95,9.1,1.9,5.0,3769,494.0,329.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
83,16701.0,2019-10-21,148,16.0,25.15,0.0,3.0,0.0,2397,796.0,536.0,714.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,16701.0,2019-10-22,227,28.0,22.3,4.0,0.0,1.7,3797,619.0,307.0,238.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
85,16701.0,2019-11-04,483,80.5,73.6,3.5,1.7,1.9,4895,2539.0,2078.0,969.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
86,16701.0,2019-11-05,556,94.5,52.4,13.25,0.0,2.0,5680,2186.0,1645.0,753.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
87,16701.0,2019-11-06,648,76.5,61.95,3.4,0.0,3.0,5791,2880.0,1304.0,649.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
88,16701.0,2019-11-07,630,108.0,83.2,6.15,12.1,3.0,3787,1600.0,1218.0,726.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
89,17217.0,2019-11-10,148,6.0,10.75,0.0,0.0,0.0,887,761.0,757.0,543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
