0,2019-11-18,13125,296.7,246
0,2019-11-18,16675,4,7
0,2019-11-18,19287,2,3
0,2019-11-18,28942,23,27
0,2019-11-18,29592,7.25,
0,2019-11-18,30697,112.6,90
0,2019-11-18,3102021,3,
0,2019-11-18,31044,4,3
0,2019-11-19,13125,248.95,210
0,2019-11-19,16675,8.5,
0,2019-11-19,28942,6.25,
0,2019-11-19,29592,4.25,3
0,2019-11-19,30697,7,12
0,2019-11-19,3102021,4,
0,2019-11-20,11460,10.25,
0,2019-11-20,13125,203.7,201.5
0,2019-11-20,18001,15.15,18
0,2019-11-20,21643,3,
0,2019-11-20,22974,2,
0,2019-11-20,24941,3,3
0,2019-11-20,28942,35.75,33
0,2019-11-20,30697,2,6
0,2019-11-20,310,3.5,
0,2019-11-20,31351,3,3
0,2019-11-20,33208,3.9,6
0,2019-11-21,13125,328.8,280
0,2019-11-21,16675,7.25,
0,2019-11-21,18001,25.95,36
0,2019-11-21,19287,2,
0,2019-11-21,28942,15.9,3
0,2019-11-21,29592,9.25,
0,2019-11-21,30697,9.5,24
0,2019-11-21,310,1.87,
0,2019-11-21,32239,10.7,
0,2019-11-21,33208,5,6
0,2019-11-22,13125,171.95,245
0,2019-11-22,18001,17.15,24
0,2019-11-22,28942,7.75,6
0,2019-11-22,3102021,4.4,
0,2019-11-22,32059,2,
0,2019-11-22,33208,10.7,3
0,2019-11-23,13125,305.75,301
0,2019-11-23,18001,20.15,12
0,2019-11-23,28942,15.5,3
0,2019-11-23,310,2,
0,2019-11-23,32059,8.9,3
0,2019-11-24,13125,257.79,273
0,2019-11-24,18001,5.6,18
0,2019-11-24,28942,8.5,6
0,2019-11-24,310,0.05,
0,2019-11-24,32059,10.25,6
0,2019-11-25,1174,8.5,2
0,2019-11-25,13125,207.05,245
0,2019-11-25,16675,5.15,
0,2019-11-25,17217,3.7,9
0,2019-11-25,18001,4.9,12
0,2019-11-25,28942,22.5,
0,2019-11-25,310,3,
0,2019-11-25,3102021,3.6,
0,2019-11-25,4187,15.15,9
0,2019-11-26,13125,380,364
0,2019-11-26,18001,21.35,12
0,2019-11-26,28942,5.15,3
0,2019-11-26,32059,6.4,
0,2019-11-27,13125,447.83,413
0,2019-11-27,18001,21.1,15
0,2019-11-27,3102021,3,
0,2019-11-27,32059,3,
0,2019-11-27,33208,1.7,3
0,2019-11-28,13125,250.2,329
0,2019-11-28,16675,4.25,
0,2019-11-28,18001,24.4,12
0,2019-11-28,28942,8.5,6
0,2019-11-28,310,3.5,
0,2019-11-28,33208,14.3,12
0,2019-11-29,1174,3.5,
0,2019-11-29,13125,249.15,189
0,2019-11-29,18001,15.2,21
0,2019-11-29,28942,23.9,3
0,2019-11-29,310,2,
0,2019-11-29,33208,6.7,9
0,2019-11-30,1174,13.9,6
0,2019-11-30,13125,260.93,339.5
0,2019-11-30,17217,18.45,15
0,2019-11-30,18001,19.45,27
0,2019-11-30,28942,18.75,3
0,2019-11-30,310,15.04,
0,2019-11-30,33208,13.15,6
0,2019-12-01,1174,13.25,3
0,2019-12-01,13125,456.53,420
0,2019-12-01,17217,3.6,3
0,2019-12-01,18001,10.85,15
0,2019-12-01,28942,4.25,9
0,2019-12-01,310,0.24,
0,2019-12-01,33208,7.6,9
0,2019-12-02,1174,16.15,11
0,2019-12-02,13125,308.68,367.5
0,2019-12-02,17217,16.6,9
0,2019-12-02,18001,28.75,15
0,2019-12-02,28942,12.75,6
0,2019-12-02,29642,1.9,
0,2019-12-02,310,0.05,
0,2019-12-02,33208,5.95,3
0,2019-12-03,1174,32.95,9
0,2019-12-03,13125,258.7,315
0,2019-12-03,17217,4.25,15
0,2019-12-03,18001,8.15,15
0,2019-12-03,24941,11.65,6
0,2019-12-03,28942,8.5,
0,2019-12-03,29642,0,3
0,2019-12-03,310,6.25,
0,2019-12-03,33208,36.45,54
0,2019-12-04,1174,25.95,9
0,2019-12-04,13125,107.65,185.5
0,2019-12-04,16675,3,
0,2019-12-04,18001,3,9
0,2019-12-04,28942,4.25,6
0,2019-12-04,33208,24.1,21
1,2019-09-28,3102021,3,
1,2019-09-29,310,0.01,
1,2019-09-30,16701,3,63
1,2019-09-30,310,0.02,
1,2019-10-01,13125,1.7,14
1,2019-10-01,24941,3,3
1,2019-10-02,13125,1.9,18
1,2019-10-02,24941,1.9,9
1,2019-10-02,26806,1.6,4
1,2019-10-03,16701,3.7,63
1,2019-10-04,16701,13.1,63
1,2019-10-04,3102021,1.9,
1,2019-10-05,16701,8.25,48
1,2019-10-05,24941,1.7,15
1,2019-10-06,16701,3.6,9
1,2019-10-07,16701,3.7,33
1,2019-10-08,16701,3.6,30
1,2019-10-09,16701,10.1,39
1,2019-10-09,24941,2,3
1,2019-10-09,31044,3.7,48
1,2019-10-10,16701,11.3,57
1,2019-10-10,24941,1.7,12
1,2019-10-11,16701,4.9,72
1,2019-10-11,31044,1.7,45
1,2019-10-12,16701,6.6,36
1,2019-10-12,31044,3,63
1,2019-10-13,16701,1.9,68
1,2019-10-13,31044,9.01,39
1,2019-10-14,16701,2,32
1,2019-10-15,16701,11.15,88
1,2019-10-15,31044,5.2,60
1,2019-10-16,16701,8.6,68
1,2019-10-17,16701,9.9,72
1,2019-10-18,16701,9.1,52
1,2019-10-18,31044,3.9,24
1,2019-10-19,31044,7.7,57
1,2019-10-20,31044,22,57
1,2019-10-21,24941,1.7,3
1,2019-10-21,3102021,1.9,
1,2019-10-22,16675,6,9
1,2019-10-22,16701,4,28
1,2019-10-22,24941,3.8,15
1,2019-10-23,16675,4.9,6
1,2019-10-24,24941,2,15
1,2019-10-25,1174,3,12
1,2019-10-25,25445,0,6
1,2019-10-27,1174,3.5,24
1,2019-10-27,32616,8,27
1,2019-10-28,24941,9,21
1,2019-10-31,16675,3,31.5
1,2019-10-31,18001,2,6
1,2019-10-31,3102021,2,
1,2019-11-01,24941,7,18
1,2019-11-01,3102021,3,
1,2019-11-02,24941,5.2,21
1,2019-11-03,26806,2,8
1,2019-11-04,16701,3.5,80.5
1,2019-11-04,28942,2.5,6
1,2019-11-05,16675,7,35
1,2019-11-05,16701,13.25,94.5
1,2019-11-05,24941,4,18
1,2019-11-05,26806,0,8
1,2019-11-05,30697,2.5,9
1,2019-11-05,31044,1.7,9
1,2019-11-06,16701,3.4,76.5
1,2019-11-06,26806,3,8
1,2019-11-06,29592,5.06,
1,2019-11-06,29790,3,3
1,2019-11-06,30697,7,36
1,2019-11-07,13125,7.65,42
1,2019-11-07,16701,6.15,108
1,2019-11-07,29555,1.9,
1,2019-11-08,13125,10.75,111
1,2019-11-09,13125,4.7,69
1,2019-11-11,13125,9.25,138
1,2019-11-11,17217,0,9
1,2019-11-11,24941,8.5,15
1,2019-11-12,13125,11.9,204
1,2019-11-12,31044,4,12
1,2019-11-13,13125,13.5,258
1,2019-11-14,13125,22.3,228
1,2019-11-14,28942,4.25,48
1,2019-11-15,13125,7.95,141
1,2019-11-15,30697,3,72
1,2019-11-16,13125,26.5,306
1,2019-11-16,30697,6,114
1,2019-11-17,13125,10.75,210
1,2019-11-17,28942,1.7,60
1,2019-11-17,310,4.25,
1,2019-11-18,13125,14.25,246
1,2019-11-18,28942,2,27
1,2019-11-19,13125,6,210
1,2019-11-20,13125,9.25,201.5
1,2019-11-21,13125,14.25,280
1,2019-11-22,13125,14,245
1,2019-11-22,32059,3,
1,2019-11-23,13125,12.15,301
1,2019-11-24,13125,13.2,273
1,2019-11-25,13125,14,245
1,2019-11-26,13125,22.5,364
1,2019-11-27,13125,22.4,413
1,2019-11-28,13125,27,329
1,2019-11-29,13125,18.5,189
1,2019-11-29,18001,3.8,21
1,2019-11-29,33208,6.25,9
1,2019-11-30,13125,28.5,339.5
1,2019-11-30,17217,3,15
1,2019-11-30,18001,1.7,27
1,2019-11-30,28942,4.25,3
1,2019-12-01,1174,9.65,3
1,2019-12-01,13125,29.75,420
1,2019-12-02,1174,4,11
1,2019-12-02,13125,20.25,367.5
1,2019-12-03,13125,3,315
2,2019-10-01,16701,2,6
2,2019-10-04,16701,3.9,63
2,2019-10-04,24941,2,15
2,2019-10-05,13125,4.9,2
2,2019-10-07,31044,2,36
2,2019-10-08,16701,7.1,30
2,2019-10-08,31044,2,42
2,2019-10-09,16701,1.7,39
2,2019-10-10,16701,5.6,57
2,2019-10-10,31044,1.7,57
2,2019-10-11,16701,3.6,72
2,2019-10-12,16701,0,36
